SUMLEV,REGION,DIVISION,STATE,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,NPOPCHG_2020,NPOPCHG_2021,NPOPCHG_2022,NPOPCHG_2023,NPOPCHG_2024,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024
040,3,6,21,Kentucky,4506302,4508318,4507583,4519233,4550595,4588372,2016,-735,11650,31362,37777,12579,51363,52300,52506,52248,12784,58350,61278,54405,53140,-205,-6987,-8978,-1899,-892,119,1755,11149,26161,31430,1047,2704,10439,7297,7294,1166,4459,21588,33458,38724,1055,1793,-960,-197,-55,11.393869564,11.587696038,11.578168847,11.434115037,12.943797852,13.576880264,11.996919897,11.629323095,-1.549928288,-1.989184226,-0.41875105,-0.195208058,0.3893121719,2.4701954709,5.7687973796,6.8782390833,0.5998291241,2.3128864042,1.6090713076,1.5962416759,0.989141296,4.7830818752,7.3778686873,8.4744807591
040,3,7,22,Louisiana,4657874,4652301,4627971,4593687,4588071,4597740,-5573,-24330,-34284,-5616,9669,13555,57028,56482,56594,53787,14800,56843,56802,50209,49828,-1245,185,-320,6385,3959,193,3186,13341,19250,23142,-5044,-27819,-47984,-31236,-17405,-4851,-24633,-34643,-11986,5737,523,118,679,-15,-27,12.290157013,12.249857889,12.327486741,11.710887585,12.250287492,12.319259725,10.936685545,10.848905992,0.0398695211,-0.069401836,1.3908011952,0.8619815931,0.686617806,2.8934059363,4.1930967904,5.0386405729,-5.995298414,-10.40680537,-6.803925784,-3.789540194,-5.308680608,-7.513399434,-2.610828994,1.2491003788
040,1,1,23,Maine,1363196,1364571,1378931,1390922,1399646,1405012,1375,14360,11991,8724,5366,2997,11590,12059,11919,11609,3714,16131,17966,17061,16766,-717,-4541,-5907,-5142,-5157,60,1012,3255,4277,5196,1810,18016,14379,9598,5329,1870,19028,17634,13875,10525,222,-127,264,-9,-2,8.4490552586,8.7073212911,8.5423469344,8.2783711953,11.759422811,12.972529589,12.227618177,11.955824917,-3.310367552,-4.265208298,-3.685271242,-3.677453722,0.7377432202,2.3503052328,3.0653257688,3.7052645991,13.133578908,10.382500443,6.8788863056,3.8001068223,13.871322128,12.732805676,9.9442120744,7.5053714214
040,3,5,24,Maryland,6181629,6177935,6179403,6192440,6217062,6263220,-3694,1468,13037,24622,46158,17156,67431,69084,67587,65609,16945,59001,57638,53835,54005,211,8430,11446,13752,11604,505,9038,47782,43758,53100,-5487,-17763,-45928,-32748,-18509,-4982,-8725,1854,11010,34591,1077,1763,-263,-140,-37,10.913515516,11.167939975,10.892781999,10.514025244,9.5491439985,9.3176093489,8.6764158626,8.6544518786,1.3643715176,1.8503306258,2.2163661362,1.8595733654,1.4627745879,7.7243139927,7.0523377973,8.5094231044,-2.874891016,-7.424601169,-5.277891087,-2.966118875,-1.412116428,0.2997128237,1.7744467103,5.5433042298
040,1,1,25,Massachusetts,7033132,6994598,7000474,7022468,7066568,7136171,-38534,5876,21994,44100,69603,17113,66440,68959,68144,67851,22112,61657,63764,61574,61133,-4999,4783,5195,6570,6718,908,16475,72892,74610,90217,-29143,-14713,-54843,-36572,-27480,-28235,1762,18049,38038,62737,-5300,-669,-1250,-508,148,9.4947707307,9.8351686829,9.6733374803,9.5546359051,8.8112444152,9.0942399961,8.7406973763,8.6086211962,0.6835263155,0.7409286867,0.932640104,0.9460147089,2.3544001774,10.396106609,10.591214331,12.704169245,-2.102597257,-7.821896432,-5.191554624,-3.869676124,0.2518029203,2.5742101764,5.399659707,8.8344931214
040,2,3,26,Michigan,10079338,10072703,10041351,10050877,10083356,10140459,-6635,-31352,9526,32479,57103,26588,102780,104459,100976,99589,31068,115239,117941,106040,102444,-4480,-12459,-13482,-5064,-2855,409,7044,33541,55863,67608,-4721,-29240,-8722,-17446,-7656,-4312,-22196,24819,38417,59952,2157,3303,-1811,-874,6,10.219720003,10.397950889,10.030280269,9.8486858192,11.458555297,11.739962338,10.533304149,10.131026218,-1.238835294,-1.342011448,-0.50302388,-0.282340399,0.7004057959,3.3387039008,5.5490566738,6.6859788818,-2.907419857,-0.868196399,-1.732968919,-0.757127179,-2.207014061,2.4705075017,3.8160877546,5.9288517028
040,2,4,27,Minnesota,5706692,5710735,5718660,5721621,5753048,5793151,4043,7925,2961,31427,40103,16460,63012,64651,63128,61438,12738,51412,53371,49940,49658,3722,11600,11280,13188,11780,295,5523,21405,24328,29540,-1414,-10549,-29472,-5334,-1161,-1119,-5026,-8067,18994,28379,1440,1351,-252,-755,-56,11.026305417,11.302344759,11.003018911,10.642116943,8.9964516932,9.3303652244,8.7043905144,8.6016185933,2.0298537237,1.9719795344,2.2986283962,2.0404983493,0.9664553548,3.7420409516,4.2402966046,5.1168354192,-1.845941977,-5.152320996,-0.92970002,-0.201105143,-0.879486622,-1.410280045,3.3105965845,4.9157302763
040,3,6,28,Mississippi,2961278,2958536,2947209,2941939,2943172,2943045,-2742,-11327,-5270,1233,-127,8503,35004,34925,35064,33859,9649,41641,40616,35781,35843,-1146,-6637,-5691,-717,-1984,58,632,6869,5620,6789,-2054,-5802,-5877,-3481,-4939,-1996,-5170,992,2139,1850,400,480,-571,-189,7,11.854219916,11.86079888,11.916172864,11.504502807,14.101861831,13.793506293,12.159838616,12.178619986,-2.247641915,-1.932707414,-0.243665752,-0.674117179,0.214028882,2.3327652829,1.9099045031,2.3067447225,-1.964866414,-1.995874446,-1.182985334,-1.678157635,-1.750837532,0.3368908372,0.7269191694,0.6285870874
040,2,4,29,Missouri,6154854,6154744,6171374,6179414,6208038,6245466,-110,16630,8040,28624,37428,17239,68821,68942,68424,67589,16737,75335,75622,68514,66068,502,-6514,-6680,-90,1521,270,3856,11763,19460,23569,-1059,17206,4160,9638,12289,-789,21062,15923,29098,35858,177,2082,-1203,-384,49,11.166694981,11.163984031,11.047308195,10.854615697,12.223637645,12.245696388,11.061839029,10.610347096,-1.056942664,-1.081712357,-0.014530833,0.244268601,0.6256633273,1.9048177331,3.1418890665,3.7851194331,2.7917954379,0.6736412284,1.5560907925,1.9735810901,3.4174587652,2.5784589615,4.697979859,5.7587005232
040,4,8,30,Montana,1084216,1087230,1106522,1122095,1131302,1137233,3014,19292,15573,9207,5931,2812,10841,11182,11024,11268,2516,12141,12886,11392,11256,296,-1300,-1704,-368,12,43,713,989,371,506,2776,20539,15661,9110,5410,2819,21252,16650,9481,5916,-101,-660,627,94,3,9.8835237529,10.034923004,9.7843389336,9.9341645599,11.068707858,11.564122503,10.110956924,9.923585045,-1.185184105,-1.529199499,-0.326617991,0.010579515,0.6500278974,0.8875459534,0.3292806372,0.4461028814,18.724997174,14.054456194,8.0855703633,4.7695980005,19.375025071,14.942002148,8.4148510005,5.2157008818
040,2,4,31,Nebraska,1961996,1963387,1964537,1972246,1987864,2005465,1391,1150,7709,15618,17601,6046,24411,24248,24611,24443,4450,19527,19385,18408,18308,1596,4884,4863,6203,6135,95,1581,7933,10744,12978,-762,-5984,-4437,-1077,-1498,-667,-4403,3496,9667,11480,462,669,-650,-252,-14,12.429466558,12.318687619,12.429452717,12.241916456,9.9426567316,9.8481425062,9.296711455,9.1692920869,2.4868098263,2.4705451126,3.1327412622,3.0726243693,0.8050053922,4.0301941966,5.4261119009,6.4998401083,-3.046902129,-2.254124751,-0.543924285,-0.750251231,-2.241896737,1.7760694455,4.882187616,5.7495888768
040,4,8,32,Nevada,3105595,3116967,3148141,3176116,3214363,3267467,11372,31174,27975,38247,53104,8168,33362,33533,32797,31951,7007,32376,33468,29391,28893,1161,986,65,3406,3058,137,3612,7725,27009,33005,10423,25674,20262,8174,16853,10560,29286,27987,35183,49858,-349,902,-77,-342,188,10.650095737,10.60456588,10.264332298,9.8586356014,10.335336598,10.584010106,9.1983715149,8.9150749094,0.314759139,0.0205557744,1.0659607832,0.943560692,1.1530527487,2.4429747241,8.4528874909,10.1838524,8.1958682915,6.4077092376,2.5581806935,5.2000746703,9.3489210401,8.8506839618,11.011068184,15.38392707
040,1,1,33,New Hampshire,1377546,1378756,1387677,1396678,1402199,1409032,1210,8921,9001,5521,6833,2994,12044,12283,12093,11777,3502,13728,14714,14322,14140,-508,-1684,-2431,-2229,-2363,88,1542,1538,3480,4290,1272,8528,10011,4470,4889,1360,10070,11549,7950,9179,358,535,-117,-200,17,8.7072414188,8.8228692103,8.6413229306,8.378535951,9.9246936398,10.569054593,10.234104607,10.059650025,-1.217452221,-1.746185382,-1.592781676,-1.681114074,1.1147929482,1.1047441867,2.4867116347,3.0520437488,6.1653399884,7.1908934026,3.1941382204,3.4781915823,7.2801329365,8.2956375893,5.6808498551,6.5302353311
040,1,2,34,New Jersey,9289014,9272794,9270541,9295227,9379642,9500851,-16220,-2253,24686,84415,121209,24722,98005,102676,102459,101199,33991,84007,82754,77131,75189,-9269,13998,19922,25328,26010,901,14743,72909,107943,130692,-9110,-32628,-66769,-48148,-35554,-8209,-17885,6140,59795,95138,1258,1634,-1376,-708,61,10.570374747,11.060786712,10.972928378,10.719953128,9.0606139618,8.9146864272,8.2604060034,7.9647284634,1.5097607847,2.1461002852,2.7125223743,2.7552246649,1.5901131053,7.8541324011,11.560241734,13.844130024,-3.519108078,-7.192700027,-5.156448487,-3.766215215,-1.928994973,0.6614323738,6.4037932475,10.077914809
040,4,8,35,New Mexico,2117555,2118606,2117333,2113868,2121164,2130256,1051,-1273,-3465,7296,9092,5327,21433,21441,21571,20833,5510,24657,25427,22436,22270,-183,-3224,-3986,-865,-1437,155,2261,5702,9904,12103,729,-1039,-4616,-1487,-1571,884,1222,1086,8417,10532,350,729,-565,-256,-3,10.11959804,10.134711161,10.186936014,9.8004901892,11.641810706,12.018809789,10.595433517,10.476499617,-1.522212666,-1.884098628,-0.408497504,-0.676009427,1.0675318979,2.6952158501,4.6771783543,5.6936270705,-0.490564194,-2.181886419,-0.702237905,-0.739047189,0.5769677042,0.5133294306,3.9749404491,4.9545798815
040,1,2,36,New York,20203772,20105171,19848276,19703747,19737367,19867248,-98601,-256895,-144529,33620,129881,53056,205414,209913,205888,205289,72834,177162,176582,166424,161588,-19778,28252,33331,39464,43701,1339,28775,111670,170450,207161,-72672,-300058,-295669,-176893,-120917,-71333,-271283,-183999,-6443,86244,-7490,-13864,6139,599,-64,10.282667225,10.614526595,10.440273061,10.366923148,8.8684212904,8.9291007947,8.4391125464,8.1600591244,1.4142459348,1.6854257998,2.0011605149,2.2068640233,1.4404264043,5.6467402439,8.643264995,10.461457585,-15.0203811,-14.95089139,-8.969979905,-6.106207572,-13.57995469,-9.304151143,-0.32671491,4.3552500132
040,3,5,37,North Carolina,10441499,10449652,10564320,10710793,10881189,11046024,8153,114668,146473,170396,164835,28675,116747,121588,121223,121281,25880,115533,118218,108857,108649,2795,1214,3370,12366,12632,683,9924,43024,57839,69792,8159,103202,99380,98981,82288,8842,113126,142404,156820,152080,-3484,328,699,1210,123,11.11136914,11.43006855,11.22851992,11.06214456,10.995826967,11.113266472,10.083094734,9.9099689505,0.1155421736,0.3168020776,1.1454251861,1.1521756094,0.9445144402,4.0445378598,5.3574516689,6.3657884839,9.8222268498,9.3423710605,9.1683107183,7.5055594161,10.76674129,13.38690892,14.525762387,13.8713479
040,2,4,38,North Dakota,779046,779563,777966,781057,789047,796568,517,-1597,3091,7990,7521,2563,10021,9800,9721,9592,1745,7758,7334,6907,6867,818,2263,2466,2814,2725,30,453,3287,4269,5126,-438,-3966,-2667,912,-291,-408,-3513,620,5181,4835,107,-347,5,-5,-39,12.867818192,12.571976167,12.382619241,12.098775554,9.9619332931,9.40845645,8.7981433077,8.661623408,2.9058848985,3.1635197172,3.5844759328,3.437152146,0.5816906138,4.2167434348,5.4378563458,6.4656300552,-5.092682062,-3.421373514,1.1617064857,-0.367050009,-4.510991449,0.7953699208,6.5995628315,6.0985800462
040,2,3,39,Ohio,11799453,11798905,11767344,11777874,11824034,11883304,-548,-31561,10530,46160,59270,32340,128271,128860,128794,126575,33751,146873,149198,131659,127000,-1411,-18602,-20338,-2865,-425,517,9278,40470,51631,62378,-2752,-26839,-4998,-967,-2462,-2235,-17561,35472,50664,59916,3098,4602,-4604,-1639,-221,10.885992081,10.94574703,10.913863405,10.678128434,12.464690499,12.67331651,11.156640387,10.713982312,-1.578698417,-1.727569479,-0.242776982,-0.035853878,0.7873972646,3.4376407133,4.3751547544,5.2623369186,-2.277748996,-0.424544806,-0.081942528,-0.207699405,-1.490351731,3.0130959076,4.2932122267,5.0546375135
040,3,7,40,Oklahoma,3959405,3965415,3992238,4026229,4063882,4095393,6010,26823,33991,37653,31511,11579,47473,48249,48693,47642,10346,50810,51638,45300,44506,1233,-3337,-3389,3393,3136,176,2181,12261,11835,14358,3911,26585,26026,22660,14036,4087,28766,38287,34495,28394,690,1394,-907,-235,-19,11.931407414,12.03446993,12.03765931,11.677998352,12.770096912,12.879768664,11.198857469,10.909302603,-0.838689498,-0.845298734,0.8388018409,0.7686957481,0.5481515718,3.0581905494,2.9257942196,3.5194303415,6.6816183113,6.4915151487,5.6019008886,3.4405017603,7.2297698832,9.5497056981,8.5276951083,6.9599321018
040,4,9,41,Oregon,4237224,4243779,4254280,4247372,4253653,4272371,6555,10501,-6908,6281,18718,10281,39659,40450,38835,38788,9566,41952,46451,43502,42519,715,-2293,-6001,-4667,-3731,177,2609,7458,19246,23590,5732,9304,-7730,-8014,-1162,5909,11913,-272,11232,22428,-69,881,-635,-284,21,9.3336607807,9.5157976356,9.1365452989,9.0987311319,9.8733134237,10.927523263,10.234530542,9.9739339228,-0.539652643,-1.411725627,-1.097985243,-0.875202791,0.6140225668,1.7544825406,4.5279245738,5.5336461638,2.1896764897,-1.818470104,-1.885419699,-0.272577229,2.8036990565,-0.063987564,2.6425048744,5.2610689344
040,1,2,42,Pennsylvania,13002909,12996143,13015571,12984990,13017721,13078751,-6766,19428,-30581,32731,61030,32903,130247,131688,129235,127571,40308,155702,155242,141059,136882,-7405,-25455,-23554,-11824,-9311,627,10198,37940,68035,82101,-3580,28184,-40405,-21730,-11500,-2953,38382,-2465,46305,70601,3592,6501,-4562,-1750,-260,10.014488088,10.129627588,9.9401173978,9.7768771196,11.971683219,11.941434648,10.849561032,10.490460166,-1.957195131,-1.811807061,-0.909443635,-0.713583047,0.7841082675,2.9183985684,5.2329159063,6.2921148882,2.1670236725,-3.108009862,-1.67136419,-0.881345187,2.95113194,-0.189611293,3.5615517167,5.410769701
040,1,1,44,Rhode Island,1097354,1096530,1097246,1099498,1103429,1112308,-824,716,2252,3931,8879,2546,10031,10445,10063,9924,3390,11327,11103,10508,10286,-844,-1296,-658,-445,-362,78,1070,8346,7852,9525,-373,356,-5028,-3281,-305,-295,1426,3318,4571,9220,315,586,-408,-195,21,9.1449628403,9.5095286479,9.1360267499,8.9577418259,10.326487299,10.108597087,9.5400346902,9.2844954072,-1.181524458,-0.599068439,-0.40400794,-0.326753581,0.9754870142,7.5985185347,7.1286974103,8.5975907791,0.324554558,-4.577684063,-2.978764162,-0.275303432,1.3000415722,3.0208344714,4.1499332479,8.3222873473
040,3,5,45,South Carolina,5118252,5132249,5194274,5287935,5387830,5478831,13997,62025,93661,99895,91001,13492,55815,57613,58152,57999,14075,64948,64615,58965,58516,-583,-9133,-7002,-813,-517,340,4027,13865,19225,23234,14991,67887,83940,80092,68043,15331,71914,97805,99317,91277,-751,-756,2858,1391,241,10.810027732,10.992530296,10.894207581,10.674668143,12.578870933,12.328508237,11.046515168,10.769821567,-1.768843201,-1.335977941,-0.152307586,-0.095153424,0.7799333813,2.6454347552,3.6016154346,4.2761985489,13.148084791,16.015708139,15.004451672,12.523258064,13.928018172,18.661142895,18.606067106,16.799456613
040,2,4,46,South Dakota,886729,887948,896492,909723,918305,924669,1219,8544,13231,8582,6364,2832,11064,11254,11171,11311,2021,9769,9207,8525,8723,811,1295,2047,2646,2588,64,1101,2570,1314,1616,325,6124,8253,4536,2132,389,7225,10823,5850,3748,19,24,361,86,28,12.400529018,12.461417938,12.22191345,12.274725525,10.949093273,10.194799622,9.326990615,9.4662214443,1.4514357445,2.2666183151,2.8949228349,2.8085040809,1.2340005828,2.8457298827,1.4376147411,1.7536872468,6.863777992,9.1384469734,4.9627248598,2.313651739,8.0977785748,11.984176856,6.4003396009,4.0673389858
040,3,6,47,Tennessee,6912347,6927904,6965740,7062217,7148304,7227750,15557,37836,96477,86087,79446,19250,79463,82091,83108,83223,18960,89410,91578,81180,79865,290,-9947,-9487,1928,3358,209,3112,19466,22704,27648,14812,45483,83116,60293,48476,15021,48595,102582,82997,76124,246,-812,3382,1162,-36,11.438755736,11.703913834,11.696685857,11.578003255,12.870633507,13.056498534,11.425337607,11.110837508,-1.431877771,-1.352584699,0.2713482497,0.4671657466,0.4479746278,2.775315037,3.1953789731,3.8463962364,6.5473104104,11.850050581,8.4856846558,6.7439924753,6.9952850383,14.625365618,11.681063629,10.590388712
040,3,7,48,Texas,29149458,29239570,29570351,30113488,30727890,31290831,90112,330781,543137,614402,562941,88268,364918,384352,390966,388115,55696,270489,261155,232364,229362,32572,94429,123197,158602,158753,1955,43476,193143,262618,319569,53751,195564,222154,190994,85267,55706,239040,415297,453612,404836,1834,-2688,4643,2188,-648,12.410082986,12.879600456,12.851977153,12.516059465,9.1987540674,8.7512802251,7.6383542792,7.3965407961,3.2113289185,4.1283202309,5.2136228736,5.1195186692,1.4785260467,6.4722043098,8.6328748175,10.305565637,6.6507145963,7.4443602731,6.2784245288,2.7497181053,8.1292406429,13.916564583,14.911299346,13.055283742
040,4,8,49,Utah,3271608,3284077,3339738,3391011,3443222,3503613,12469,55661,51273,52211,60391,11862,45704,46280,45448,45695,4973,21976,23312,21196,21709,6889,23728,22968,24252,23986,118,2055,15177,27421,33133,4658,30032,13488,493,3220,4776,32087,28665,27914,36353,804,-154,-360,45,52,13.799902322,13.751812763,13.300102586,13.155631305,6.6354510203,6.9270151063,6.2028906536,6.2500404861,7.1644513019,6.8247976562,7.0972119329,6.9055908194,0.620488344,4.5097506979,8.0246020292,9.5390202877,9.0678861049,4.0078749037,0.1442736881,0.9270408754,9.6883744489,8.5176256015,8.1688757173,10.466061163
040,1,1,50,Vermont,643082,642977,647210,648142,648708,648493,-105,4233,932,566,-215,1303,5153,5401,5100,5039,1552,6439,7178,6857,6762,-249,-1286,-1777,-1757,-1723,21,415,1929,1649,2024,-68,4871,1095,773,-511,-47,5286,3024,2422,1513,191,233,-315,-99,-5,7.987989338,8.3390460662,7.8652118595,7.7690350223,9.981498806,11.082701845,10.574854455,10.425523878,-1.993509468,-2.743655779,-2.709642596,-2.656488856,0.6433175966,2.9783410224,2.5430851679,3.1205649703,7.5508434049,1.6906601449,1.1921193662,-0.787850148,8.1941610015,4.6690011673,3.7352045341,2.3327148221
040,3,5,51,Virginia,8631388,8637615,8658910,8683414,8734685,8811195,6227,21295,24504,51271,76510,23580,94275,95620,94428,93593,19692,83637,86147,79759,78443,3888,10638,9473,14669,15150,766,14319,41157,46416,56155,137,-4643,-25629,-9646,5284,903,9676,15528,36770,61439,1436,981,-497,-168,-79,10.901033589,11.027357118,10.842515018,10.66837343,9.6709599182,9.9348853129,9.1581750684,8.9414723,1.2300736709,1.0924718048,1.6843399501,1.7269011301,1.6557082998,4.7464226825,5.3296286811,6.4009328686,-0.536870845,-2.95565923,-1.107583554,0.6023066384,1.1188374543,1.7907634525,4.2220451267,7.0032395069
040,4,9,53,Washington,7707586,7727209,7743760,7794123,7857320,7958180,19623,16551,50363,63197,100860,21105,82602,83978,82165,82072,15169,64953,70873,67819,65635,5936,17649,13105,14346,16437,667,13991,43544,67068,81581,12045,-15688,-3452,-17293,2671,12712,-1697,40092,49775,84252,975,599,-2834,-924,171,10.678322735,10.80945197,10.499351402,10.378679144,8.396759117,9.1226069858,8.666165797,8.3000853593,2.2815636176,1.686844984,1.8331856047,2.0785937846,1.808677918,5.6048819521,8.5702002045,10.316588157,-2.028056549,-0.444333375,-2.209764301,0.3377699093,-0.219378631,5.1605485767,6.3604359036,10.654358066
040,3,5,54,West Virginia,1793736,1791646,1785618,1774122,1770495,1769979,-2090,-6028,-11496,-3627,-516,4296,17056,17028,16895,16680,5861,27577,29906,25911,24524,-1565,-10521,-12878,-9016,-7844,36,727,1673,2320,2841,-793,2984,289,3296,4520,-757,3711,1962,5616,7361,232,782,-580,-227,-33,9.5357792995,9.5669908476,9.5327647529,9.4224671612,15.417928339,16.802350733,14.619915212,13.85351227,-5.882149039,-7.235359886,-5.087150459,-4.431045109,0.4064558836,0.9399562889,1.3090271812,1.6048698564,1.6683141082,0.1623714091,1.8597213747,2.5533304298,2.0747699918,1.1023276981,3.1687485559,4.1582002862
040,2,3,55,Wisconsin,5894170,5897375,5881608,5903975,5930405,5960975,3205,-15767,22367,26430,30570,15554,60035,60782,60148,59445,14164,61984,63549,58788,57405,1390,-1949,-2767,1360,2040,214,3189,19693,18247,22146,42,-18603,7502,7685,6332,256,-15414,27195,25932,28478,1559,1596,-2061,-862,52,10.193579531,10.314636111,10.164960057,9.9979985502,10.524507931,10.784192857,9.9351212315,9.654892872,-0.3309284,-0.469556746,0.2298388255,0.3431056782,0.5414728929,3.3418796508,3.0837272422,3.7247148775,-3.158676772,1.273080848,1.2987583633,1.064973115,-2.617203879,4.6149604988,4.3824856055,4.7896879925
040,4,8,56,Wyoming,576844,577681,579636,581978,585067,587618,837,1955,2342,3089,2551,1584,6164,6122,6057,6037,1286,6170,6728,5706,5634,298,-6,-606,351,403,18,137,551,1037,1285,445,1809,2449,1741,861,463,1946,3000,2778,2146,76,15,-52,-40,2,10.652224067,10.540506571,10.380062465,10.296030051,10.662592876,11.583882426,9.7785432438,9.6087184538,-0.01036881,-1.043375855,0.6015192216,0.6873115969,0.2367544934,0.9486800262,1.7771379853,2.191551866,3.1261961934,4.2165469769,2.9836038885,1.4684250246,3.3629506868,5.1652270031,4.7607418737,3.6599768906
040,X,X,72,Puerto Rico,3285874,3281590,3262711,3220137,3203792,3203295,-4284,-18879,-42574,-16345,-497,4545,18800,19724,18884,18219,7301,33362,34157,35175,33920,-2756,-14562,-14433,-16291,-15701,-1528,-4317,-28141,-54,15204,0,0,0,0,0,-1528,-4317,-28141,-54,15204,0,0,0,0,0,5.7454570014,6.0849799347,5.8792679682,5.6871398812,10.195741302,10.537652587,10.951241833,10.58827514,-4.450284301,-4.452672653,-5.071973865,-4.901135259,-1.319315844,-8.681678176,-0.016812141,4.7459945526,0,0,0,0,-1.319315844,-8.681678176,-0.016812141,4.7459945526
